Artist,Album,Format,Label,Quantity,PhotoURL,More_Info
Pokey LaFarge,"""Riot In The Streets/Better Man Than Me""","10"" Vinyl",Rounder Records,1500,http://recordstoreday.com/Photo/418458060528:284,"Pokey LaFarge returns with his long anticipated 10"" of brand new material. The A Side includes ""Riot in the Streets"" and ""Better Man than Me"" while the B Side features etching of original hand-drawn image by Pokey. ""Itês Pokey LaFarge, and itês 100% authentic and a hell of a good time.”"
Bryan Lee,Live at the Old Absinthe House Barƒ Friday Night,2 x LP,Justin Time Records,1400,http://recordstoreday.com/Photo/418458059910:284,"New Orleans bluesman Bryan Lee, a longtime fixture on Bourbon Street, indulges in a pyrotechnic guitar summit on Live At The Old Absinthe House Bar...Friday Night. Backed by his good rockin', hard shufflin' band, the blind guitarist cranks on his exuberant theme song ""Braille Blues Daddy,"" Albert King's ""Crosscut Saw"" and Elmore James' ""The Sky Is Crying."" Harmonica legend James Cotton joins him on rousing renditions of ""Ain't Doin' Too Bad"" and ""Five Long Years,"" then Lee goes toe-to-toe with guest guitarists Kenny Wayne Shepherd and Frank Marino. Originally released on CD in 1997. Released for Record Store Day on double 180g vinyl for the first time."
Hamilton Leithauser + Rostam,Live at KCRW Morning Becomes Eclectic,"12"" Vinyl",Glassnote,3000,http://recordstoreday.com/Photo/418458060520:284,Recorded 10/26/16 at KCRW for Morning Becomes Eclectic
The Lumineers,Song Seeds,"10"" Vinyl",Dualtone,1500,http://recordstoreday.com/Photo/418458059906:284,"Since the release of Cleopatra in April 2016, The Lumineers have been going non-stop. They embarked on a world tour soon after the album came out, city after city, to increasingly larger and more packed venues. They're making their presence known in arenas now, including two sold-out shows at Madison Square Garden and will be gracing stadiums this summer opening for U2. During this crazy time, though, the band tries to keep level heads: they try to remember where they are coming from, and at the root of it, what the songs are really saying. Thus, Song Seeds was born. This Record Store Day exclusive 10"" includes three versions of two tracks from Cleopatra, each recorded at a different point in the song's life. There's the ""seed"", which is the early demo version, the album cut and a live version pulled from of the shows on the tour. This particular record features seeds of ""Angela"" and ""Long Way From Home"" and it's a great piece for anyone who loves the band and wants to feel a part of their creative process."
Luna,Penthouse Deluxe,2 x LP,Elektra Catalog Group,3500,http://recordstoreday.com/Photo/418458059879:284,"Legendary band's most revered album and one that was listed in Rolling Stone's list of Best Albums of the 1990s. After reforming in 2015, the band have toured extensively in the US, while being written about everywhere from the NY Times, Salon and The Washington Post to the New Yorker and Pitchfork. The band hae played a number of ""Penthouse"" complete shows, and plan to do more in 2017. The original album has been specially remastered for vinyl by Scott Hull at Masterdisk and expanded with a second disc of unreleased tracks, rare b-sides and demos, including covers of Wire's ""Outdoor Miner"", Serge Gainsbourg's ""Bonne & Clyde"" (featuring Laetitia Sadier of Stereolab) and Talking Heads' ""Thank You For Sending Me An Angel"" most of which appearing on LP for the first time. Features five previously unreleased tracks, including an extended version of the classic ""23 Minutes in Brussels""."
Anni-Frid Lyngstad,Frida,LP,Parlophone,1500,http://recordstoreday.com/Photo/418458060699:284,"Produced by her then-fiance and member of ABBA - Benny Andersson, Frida was released in 1971, the album received unanimously generous praise from the critics and the press, who especially noted the precision and versatility of Lyngstad's voice. The album is sung entirely in Swedish and contains translated covers of international hits such as Leonard Cohen's ""Suzanne"", Simon & Garfunkels ""The Sound of Silence"" and ""Everything's Alright"" from Jesus Christ Superstar. "
M.D.C.,Magnus Dominus Corpus,LP,Beer City Skateboards and Record,1100,http://recordstoreday.com/Photo/418458060876:284,"For the first time on vinyl since it originally came out in 2004  Beer City Skateboards and Records is proud to bring you the political hardcore punk legends M.D.C.ês eighth full length; M.D.C.- Magnus Dominus Corpus! (The title is a Latin term taken from the returning Crusaders of the 13th century to term the intense hatred between the clashing Islamic and Christian cultures.)This contains the original full length restored and remastered for a louder, better sound then ever before. To top it all off only 1100 of these will be pressed for RSD 2017.  "
Madonna,Dance Mix,"12"" Vinyl",Rhino/Warner Bros.,4500,http://recordstoreday.com/Photo/418458059858:284,"Dance Mix is a 1985 four track EP originally released only in South America. The rare 12"" features Madonna's ground-breaking hit ""Into The Groove"" from the 1985 film Desperately Seeking Susan in which Madonna starred, an extended dance mix of 1984 single ""Angel"" produced by Nile Rodgers and mixed by Nile Rodgers and James Farber, a 12"" ""Chica Material (Material Girl)"" remix by John ""Jellybean"" Benitez and produced by Nile Rodgers and ""Vacacion"" (Holiday) produced by John ""Jellybean"" Benitez. Dance Mix is being released for the first time worldwide for Record Store Day 2017."
The Magpie Salute,"""Comin' Home""/""Glad and Sorry""","10"" Vinyl",Eagle Records,2000,http://recordstoreday.com/Photo/418458060539:284,"Record Store Day exclusive limited edition black and white marble 10"" of covers Comin' Home (Delaney & Bonnie) & Glad and Sorry (Faces). The Magpie Salute's Rich Robinson is a founding member of the band The Black Crowes who have sold over 30 million albums."
Marcy Playground,Marcy Playground,LP,Slow Down Sounds,2500,http://recordstoreday.com/Photo/418458059953:284,"Celebrating the 20th anniversary of their self-titled album, this Record Store Day 2017 release includes a bonus 7"" with two unreleased cover songs. Marcy Playground has never before been released on vinyl."
Gil Melle,The Andromeda Strain OST,LP,Jackpot Records,1500,http://recordstoreday.com/Photo/418458059952:284,"One of most sought-after and expensive soundtracks, with one of the most elaborate packages in history.  Features silver foil hexagon cover that folds open, with a hexagon shaped record.   This is the first all-electronic soundtracks released in US, and has never been reissued here. The packaging recreates the original, and the original master tapes were used.  "
moe.,Live From San Francisco,2 x LP,Brookvale Records,1500,http://recordstoreday.com/Photo/418458060014:284,"moe. is the preeminent progressive rock band on the music scene today - a quintet of world class musicians, whose creative output equals that of their longevity. In a remarkable career that has touched three decades and produced a discography of 24 albums, moe. continues to push the standard for performance art higher and further. For their first ever Record Store Day release, the band presents a spectacular new double live album culled from an epic 2016 performance at the historic Fillmore in San Francisco.  –Live From San Francisco” has been mastered specifically for vinyl and is a very limited pressing of 1500 copies on beautiful red vinyl with black splatter. The Tip-On gatefold packaging includes a deluxe soft touch coating with spot UV treatment and sequential gold foil stamping. Also included is a beautiful 4-page color photo booklet featuring a selection of photographs from this memorable performance.  "
Meredith Monk,Key,LP,Tompkins Square,1500,http://recordstoreday.com/Photo/418458063583:284,"Composer, singer, director/choreographer, creator of new opera, musical theater works, films and installations, Meredith Monk is one of the most unique and influential artists of our time. She was awarded a National Medal of Arts by President Obama in 2015. Key is her groundbreaking debut album from 1971 and this is the first reissue on vinyl since 1978. Includes original art from the 1971 release. Standard weight, black vinyl."
Thelonious Monk,Les Liaisons Dangereuses 1960,2 x LP,Sam Records / Saga,2000,http://recordstoreday.com/Photo/418458063813:284,"The only soundtrack recorded by Thelonious Monk in 1959, to be released for the first time as a 2LP box set! Contains performances of classic Monk tunes heard in Roger Vadim's 1960 French film Les Liaisons Dangereuses. Features Monkês 1959 all-star band of Charlie Rouse, Sam Jones & Art Taylor, special guest saxophonist Barney Wilen. Contains a 50 pg booklet with texts, discography, never before seen photographs and memorabilia from the recording session and original artwork. 180g, black vinyl."
Wes Montgomery & The Wynton Kelly Trio,Smokin In Seattle: Live at The Penthouse (1966),LP,Resonance Records,1500,http://recordstoreday.com/Photo/418458060079:284,"Smokin' in Seattle: Live at the Penthouse (1966) presents previously unreleased live sets by jazz guitar icon Wes Montgomery with pianist Wynton Kelly and his trio captured live at the Penthouse in Seattle, WA on April 14 and 21, 1966. The dynamic duo was joined by the solid rhythm section of bassist Ron McClure and legendary drummer Jimmy Cobb. The limited edition deluxe LP includes extensive liner note books featuring rare photos, essays, and interviews. 180g black vinyl."
Kevin Morby,Beautiful Strangers,"7"" Vinyl",Dead Oceans,1100,http://recordstoreday.com/Photo/418458061063:284,"This release is dedicated to and written for all the people I have never met but have only read about. The innocent people who were out living their lives and one day, without warning, had them taken away from them. People who liked to laugh, dance, and love in the way that we all do, but can't anymore. All those names and faces, all those beautiful strangers... So here are two songs, ""Beautiful Strangers"" as well as my cover of Townes Van Zandt's ""No Place To Fall"" that I have been closing my live show with over the past year. Any purchase of these two songs will go to support the work of Everytown For Gun Safety - an organization I have followed for quite some time. I believe in and support them in their efforts to make the world a safer place. Do it for the kids. Love and peace, Kevin Morby"
Motorhead,Clean Your Clock,2 x LP Picture Disc,UDR,1500,http://recordstoreday.com/Photo/418458059919:284,"Motorhead, Kings of the Road for more than forty years, are immortalized one more time in Clean Your Clock, the superb live album recorded at the Zenith in Munich, Germany during the Winter 2015 Bad Magic Tour. The indomitable cocktail of power, purpose and head-crunching volume that Lemmy Kilmister, Phil Campbell and Mikkey Dee always succeeded in producing is captured superbly by long-time producer Cameron Webb's mix,giving this landmark Motorhead release the warmth, curve and punch which helped the band achieve international acclaim during a career which saw the Grammy-winning icons sell over 15 million albums and play to millions worldwide."
Mungo Jerry,"""In The Summertime""/""Baby Jump""",N/A,BMG,1500,http://recordstoreday.com/Photo/418458059792:284,"In The Summertime is the debut single by British rock band Mungo Jerry. Written and composed by its lead singer, Ray Dorset, it celebrates the carefree days of summer in 1970 and reached #1 on 19 charts around the world. It's one of the best-selling singles of all time. The B-side, ""Baby Jump"" hit #1 on the UK Singles chart in 1971."
The Music Machine,(Turn On) The Music Machine,"12"" Vinyl",Concord Bicycle,1500,http://recordstoreday.com/Photo/418458060526:284,Reissue of rare MONO edition of the garage rock classic from 1966 pressed on 180-gram vinyl.
Stevie Nicks,Rarities,"10"" Vinyl",Atlantic Catalog Group,5000,http://recordstoreday.com/Photo/418458059871:284,"This Record Store Day release is a 10"" featuring rare demos, live and early takes from Bella Donna and Wild Heart deluxe editions. Includes two key Stevie Nicks soundtrack cuts: ""Blue Lamp"" (from the Heavy Metal soundtrack) and ""Sleeping Angel"" (from the Fast Times at Ridgemont High soundtrack). "
Nico & The Faction,The Last Sessions,2 x LP,Tidal Waves Music,1400,http://recordstoreday.com/Photo/418458060432:284,"Tidal Waves Music presents exclusively for Record Store Day 2017: NICO & THE FACTION •THE LAST SESSIONSê NICO needs little introduction Ä she was a singer-songwriter, composer, model (for •Vogueê, •Elleê & •Coco Channelê), actress (she starred in Federico Fellini's masterpiece •La Dolce Vitaê) and Andy Warhol superstar in the 1960s.Collaborations were numerous and the most famous ones include those with BRIAN JONES, VELVET UNDERGROUND, SERGE GAINSBOURG, BRIAN ENO, BOB DYLAN and MARC ALMOND. The experimental and dismal sound of her albums is considered the forerunner of the later •gothicê sound. Nico was admired, cited as a major influence and paid tribute to by many musicians such as Siouxsie & the Banshees, Bauhaus, Patti Smith, Morrissey, Bj_rk, Leonard Cohen, Henry Rollins and Marianne Faithfull. This album documents Nicoês last ever performance held on June 6, 1988 in West Berlin as part of the European Capital of Culture festival that year. Except for the album's closing song (which was previously released on The End...), Nico and her backing band •The Factionê composed all the pieces specifically for the show. As the title of the album indicates, the concert was Nico's last, and the material on the album is among the last she (co-)wrote. Six weeks later, on July 18, she died while on vacation in Ibiza. This is a stunning album. The last stand of an exceptional artist, shortly before her untimely tragic death, who lived an exceptional life overshadowed by a 15 year struggle with heroin addiction. Originally released on CD in 1994, this is the first time the soundtrack gets a vinyl release outside of Europe. Now available as a gorgeously packaged deluxe DOUBLE vinyl edition, exclusively for Record Store Day 2017. Strictly limited to 1500 copies, this release also comes with an insert featuring extensive liner notes & background information. "
The Notorious B.I.G.,Born Again,2 x LP,Bad Boy Records,5000,http://recordstoreday.com/Photo/418458059826:284,"Born Again was originally released December 7, 1999 and has been out of print since the early 2000s. It debuted at #1 on the Billboard 200 charts and solve over 485k albums in the first week of release. Guest artists include Busta Rhymes, Redman and Method Man, Missy Elliott, Ice Cube, and Snoop Dogg. Its reissue on double gold vinyl for Record Store Day 2017 is part of the commemoration of the twentieth anniversary of the death of the Notorious B.I.G."
Nuclear Valdez,Present From The Past,LP,AEC Imports/Sinical,2000,http://recordstoreday.com/Photo/418458059974:284,"More than 20 years since our first album was released, we are frequently flattered by fans expressing how much our music meant to them. We are often asked if we have a new album in the works. So far, the answer has been no. But for a while now, weêve been thinking of issuing an album of unreleased songs for our fans around the world. With the encouragement of a few close friends, the idea grew and soon we were rummaging through our old tape archives.  So, what you have here is not an album of new songs, but a collection of old songs from the time of our previous albums. Songs that never went beyond the demo stage. We hope and hope and hope that you will enjoy them in all their low-hi-fi glory. --Nuclear Valdez"
The Offspring,The Offspring,"12"" Vinyl",Nitro,2500,http://recordstoreday.com/Photo/418458060540:284,Reissue of the band's debut album on blue transparent vinyl.
Old 97's,"""Terlingua""/""Off My Mynd""","12"" Vinyl",ATO Records,2530,http://recordstoreday.com/Photo/418458060575:284,"Unreleased exclusive b-sides taken from forthcoming album sessions, on opaque white wax with etched b-side."
Jimmy Page & The Black Crowes,Live at Jones Beach,"10"" Vinyl",The Orchard,3000,http://recordstoreday.com/Photo/418458060875:284,Live recordings from the legendary Jones Beach Concert on marbled black and white vinyl.
Dolly Parton,Puppy Love,"7"" Vinyl",Yep Roc Records,1500,http://recordstoreday.com/Photo/418458061079:284,"This is one of the earliest recordings to be released by Dolly Parton.  Originally released  in 1959 by Gold Band Recordings. Yep Roc Records, in conjunction with Southern Folklife, is proud to re-release this 45 in packaging that is as true to the original as we could make it.  The B-side features –Girl Left Alone,” written by Parton, her Aunt Dorothy Jo Owens, and her Uncle Bill Owens.  This is limited edition of 2500 worldwide."
Jaco Pastorious,"Truth, Liberty & Soul - Live in NYC: The Complete 1982 NPR Jazz Alive! Recording",3 x LP,Resonance Records,2000,http://recordstoreday.com/Photo/418458060073:284,"This release captures the iconic bass innovator Jaco Pastorius leading a 22-piece big band on June 27, 1982 at Avery Fisher Hall in NYC. Featuring a congregation of the top jazz musicians such as Randy Brecker, Jon Faddis, Bob Mintzer, Frank Wess, Lew Soloff, Howard Johnson and Peter Erskine, along with special guest, Toots Thielemans, Truth, Liberty & Soul-Live in NYC showcases JacoŠ—Ès brilliant compositions for large ensembles with the electrifying energy of a live performance. 180g black vinyl"
Mike Peters & The Alarm,Man In The Camo Jacket Motion Picture Soundtrack,LP,J-2 Music,1200,http://recordstoreday.com/Photo/418458060700:284,"RSD exclusive vinyl soundtrack to the documentary film ""Man in the Camo Jacket"". The inspirational film follows Alarm singer Mike Peters' journey from starting the band to his fight with cancer and the founding of the Love, Hope, Strength Foundation - Saving Lives One Concert At A Time. Features brand new and unreleased Alarm studio and live tracks. Semi-transparent brown vinyl with download card and a poster."
Pink Floyd,Interstellar Overdrive,"12"" Vinyl",Sony Legacy,4000,http://recordstoreday.com/Photo/418458060054:284,"A previously unreleased 14:57 minute recording from 1966, released in mono at 33 1/3 for Record Store Day."
Iggy Pop,Post Pop Depression: Live At The Royal Albert Hall,3 x LP,Loma Vista Recordings,1200,http://recordstoreday.com/Photo/418458060521:284,"Individually numbered, four sleeve, book-style gatefold release with 16 page book stuffed full of exclusive photos."
Prince,"""Little Red Corvette""/""1999""","7"" Picture Disc",Warner Bros.,5000,http://recordstoreday.com/Photo/418458059795:284,"Reissue of a 1983 picture disc, out of print since 1985"
Procol Harum,Shine On Brightly,LP,Varese,2200,http://recordstoreday.com/Photo/418458060530:284,"Shine On Brightly, the 1968 second studio album by Procol Harum, saw the band delve deeper into progressive rock stylings. The masterpiece of the album is the epic 18 minute long composition, ""In Held Twas In I."" This is the first time in over 30 years that the original album with the American artwork is available on vinyl."
Ra Ra Riot,Ra Ra Riot,"12"" Vinyl","Ra Ra Riot, LLC",1200,http://recordstoreday.com/Photo/418458061075:284,"In celebration of the 10th anniversary of its release, Ra Ra Riot's critically acclaimed debut EP is being issued on vinyl for the very first time. This Record Store Day exclusive vinyl is a limited edition of 1,500 units worldwide and each is individually numbered. The music has been remastered specifically for this release and the updated artwork includes a printed inner sleeve."
Ramones,76-'79 Singles Box,Box Set,Rhino/Warner Bros.,3500,http://recordstoreday.com/Photo/418458059796:284,"A box of pre-1980 US 7"" singles by the Ramones, authentically reproduced with Sire labels, picture covers where applicable and a selection of great punk rock tracks that changed the course of rock 'n' roll. All packaged in a unique cigarette-style outer box, with an insert and individually foil-stamped numbered global edition of 6500. Wall-to-wall Ramones classics including ""Blitzkrieg Bop"", ""Sheena Is A Punk Rocker"", ""Swallow My Pride"", ""Rock 'N' Roll High School"" and a special mono/stereo promo edition of ""I Wanna Be Sedated"", all presented the way punk rock should be--as 45 RPM slabs of wax. "
Red Hot Chili Peppers,Go Robot,"12"" Picture Disc",Warner Bros.,4750,http://recordstoreday.com/Photo/418458059840:284,"Picture disc containing two unreleased live RHCP tracks, ""Go Robot"", recorded live at in Paris, France at AccorHotels Arena in 2016 and ""Dreams of a Samurai"" recorded live in Madrid, Spain at Barclaycard Center in 2016."
Lou Reed,Perfect Night: Live in London,2 x LP,Rhino/Warner Bros.,3000,http://recordstoreday.com/Photo/418458059869:284,"Perfect Night: Live in London is an acoustic live album recorded during the Meltdown '97 festival. It Includes a version of the Velvet Underground's ""I'll Be Your Mirror"", originally sung by Nico. This Record Store Day release is the first time this album will be available on vinyl."
Run The Jewels,RTJ RSD Record Tote Bag,Tote Bag,Run The Jewels INC,2500,http://recordstoreday.com/Photo/418458060002:284,Royal Blue recycled cotton canvas tote - gold foil Run The Jewels logo on one side and 5 color screen print on the other side with 2 attached enamel hand pins polybagged.
Santana,"Live at The Woodstock Music & Arts Fair, August 16, 1969",LP,Sony Legacy,3000,http://recordstoreday.com/Photo/418458060043:284,"When Santana took the stage at the Woodstock Music & Art Fair on August 16, 1969, they were unknown outside of the thriving Bay Area music scene. By the time they triumphantly walked off the stage, they were one of the festivalês biggest surprises. Santana delivered a career-making performance melding Latin rock and bruising blues that set the stage for their platinum-selling debut album, released weeks later. Now, Santana Live At The Woodstock Music & Art Fair, August 16, 1969 takes listeners back to that show-stopping set, pressed on vinyl for the first time."
Tegan and Sara,Under Feet Like Ours,LP,Warner Bros.,5000,http://recordstoreday.com/Photo/418458059835:284,"The first, self-released, album from the duo that became Tegan and Sara, released for the first time on vinyl for Record Store Day 2017."
Saxon,Into The Labyrinth,"12"" Picture Disc",AEC Imports/Demon,1500,http://recordstoreday.com/Photo/418458059973:284,"Released in 2009, Into The Labyrinth features the classics –Valley Of The Kings” and –Come Rock Of Ages”. Issued as a beautiful picture disc for Record Store Day 2017, the A-side features the original cover paining by Saxonês artist-in-residence Paul Gregory and the B-side features a painting by Kai Swillus."
Peter Schilling,Major Tom,"7"" Picture Disc",Elektra Catalog Group,1500,http://recordstoreday.com/Photo/418458059870:284,"The title track of the hugely successful German TV series Deutschland 83. Includes the German and English versions on a fantastic 7"" picture disc. "
John Scoggins,Pressed For Time,LP,Rhino Records,1500,http://recordstoreday.com/Photo/418458059913:284,"John ScogginsŠ—È solo LP Pressed for Time is regarded amongst record collectors of obscure Š—…70Š—Ès rock and McCartney/Rhodes style proto-power pop as one of the great undiscovered gems, whose quality matches its scarcity. Original copies fetch hundreds of dollars, pricing this charming LP outside the reaches of the casual listener. A heartfelt, sunny, cult classic that everyone can now appreciate."
The Sex Pistols,Anarchy In The UK --The UK & US Singles,"5 x 7"" Vinyl Box",Rhino/Warner Bros.,3500,http://recordstoreday.com/Photo/418458059805:284,"Four original UK 7""s and one US 7"" presented in replicas of the original 1977 sleeves, housed in a singles box. Includes ""Anarchy In the UK"", ""God Save The Queen"", ""Pretty Vacant (UK version)"", ""Pretty Vacant (US version)"", and ""Holidays in the Sun""."
Paul Shaffer & The World's Most Dangerous Band,Happy Street (featuring Bill Murray),"7"" Vinyl",Rhino Records,4000,http://recordstoreday.com/Photo/418458059862:284,"Paul Shaffer & The World's Most Dangerous Band team up with long-time friend Bill Murray for the 7"" single. Murray and Shaffer have a long history--Shaffer played piano for Murray's popular Saturday Night Live character Nick The Lounge Singer, and last year served as MC for the actor's Netflix special A Very Murray Christmas, for which Murray received his fourth Emmy nomination."
The Shelters,The Shelters Really Wanted You,"7"" Vinyl",Warner Bros.,2500,http://recordstoreday.com/Photo/418458059843:284,"A special 7"" Record Store Day single with two cover songs: ""Really Wanted You"", originally written and performed by Emmit Rhodes and ""So Get Out"", originally performed by The Surfaris."
Shocking Blue,At Home,LP,Music on Vinyl,1200,http://recordstoreday.com/Photo/418458060754:284,"Shocking Blue was a Dutch rockband from The Hague that was at their peak in the 60s and 70s and gained major cross-Atlantic success. The band was founded in 1967 and after recruiting vocalist Mariska Veres they soon became huge. With their single ""Venus"" they became the first Dutch band ever to reach the first spot on the American Billboard Hot 100. The band had a series of subsequent hits but decided to call it a day in 1975. Their influence reached well beyond their generation: even bands like Nirvana and The Prodigy used Shocking Blue's ""Love Buzz"". At Home contains both ""Venus"" as well as ""Love Buzz"". Furthermore this legendary album features 4 bonus tracks that were previously available as b-sides on various long out of print 45s. In celebration of Record Store Day 2017, the album is pressed on coloured vinyl for the first time ever. The worldwide imited edition of 2500 individually numbered copies is pressed on –Shocking Blue” coloured vinyl."
Sia,Spotify Sessions,"12"" Vinyl",RCA,2000,http://recordstoreday.com/Photo/418458060041:284,Exclusive vinyl release of Sia's live Spotify Sessions.
John Sinclair,Mobile Homeland,LP,Jett Plastic Recordings,1200,http://recordstoreday.com/Photo/418458060748:284,"Iconic Poet/Activist John Sinclair, former manager and spiritual adviser to the legendary MC5, has a lot to say on his very first full length vinyl album. Featuring an absolutely stellar all-star cast of Detroit musicians and produced by Tino Gross, this album features Wayne Kramer (MC5), Mary Cobra (Detroit Cobras), Jimmie Bones (Kid Rock), Johnnie Bassett (Legendary Detroit Bluesman), Harmonica Shah, Jeff Grand, Dave McMurray, Johnny ""Bee"" Badanjek (Mitch Ryder, Alice Cooper) and Kenny Olson (Kid Rock), among others. This is hopefully the first volume of 'Mobile Homeland,' with more volumes planned in the near future. John Sinclair's unique brand of poetry comes across fabulously on this album, and we're beyond proud to share this with the world on Record Store Day 2017. 600 red/600 white vinyl pieces shipped randomly."
Slick Rick,The Great Adventures Ofƒ,Book,Get On Down,1400,http://recordstoreday.com/Photo/418458059983:284,"Get On Down, known for its unique approach to packaging hip-hop classics, has come up with another winner here, presenting the lyrics to this immortal rap tale in never-before-seen form. Rickês lines from the song are re-created in visual form in a 16 page book with a puffy cover _ presented like a legit childrenês book, thick pages and all. From the little boy who was misled to the tense police chase, to the unsure children hearing the story from their –Uncle Ricky,” this is the most unique way the story has ever been presented. Of course there is music to match _ for Record Store Day the exclusive package includes a picture sleeve 45 with –Childrenês Story” and –The Moment I Feared” (with artwork taken from the original –Childrenês Story” 12-inch), and a CD of The Great Adventures of Slick Rick, the 1988 Def Jam album that made Rick a worldwide star."
Patti Smith,Hey Joe,"7"" Vinyl",Rhino/Warner Bros.,2250,http://recordstoreday.com/Photo/418458059864:284,"Patti Smith's debut single, ""Hey Joe"" was released in 1974. Her version of this well-known and multiple times covered American popular song is based on the recording by blues guitarist Roy Buchanan, but obviously Smith's rendition is unique and includes also a salacious and brief monologue as well as featuring Tom Verlaine from Television on guitar. The B-side ""Piss Factory"" was an original composition that placed on the 1989 ""1001 Greatest Singles Ever Made"" list. ""Hey Joe"" was reissued in the UK in 2012 as part of a Sire series, but this is the first time since the 1970s that the original picture sleeve has been reproduced. "
The Smiths,The Boy With The Thorn In His Side,"7"" Vinyl",Rhino/Warner Bros.,5000,http://recordstoreday.com/Photo/418458059861:284,"A 7"" single featuring previously unreleased versions of ""The Boy With The Thorn In His Side"" and ""Rubber Ring"". Includes new artwork featuring Salford actor Albert Finney. "
Snapcase,Lookinglassself,LP,Victory Records,2000,http://recordstoreday.com/Photo/418458060012:284,"Out of print on vinyl for more than a decade, released on blue vinyl for Record Store Day 2017"
Soul Assassins,Mugg Presentsƒ The Soul Assassins Chapter 1,"12"" Picture Disc",Sony Legacy,2500,http://recordstoreday.com/Photo/418458060047:284,"On The Soul Assassins Chapter 1, producer DJ Muggs assembled a hard-hitting album that combined a murdererês row of hip-hop icons with Muggsê laid-back, West Coast beats. With verses from Cypress Hill, Dr. Dre, RZA, GZA, Goodie Mob, KRS-One, Mobb Deep, Wyclef Jean and more, The Soul Assassins Chapter 1 is a one of a kind hip-hop touchstone. Itês being reissued for its 20th anniversary as a 12” picture disc featuring the original albumês striking cover illustration and logo."
Spoon,Hot Thoughts (Record Store Day),"12"" Vinyl",Matador,3000,http://recordstoreday.com/Photo/418458059892:284,"This Record Store Day, Spoon will release the 12"" single ""Hot Thoughts"" including two otherwise unavailable tracks: ""Hot Thoughts (Dave Sitek Remix) and Spoon's cover of Elvis Presley's ""Love Letters""."
Sting,Sting Live At The Bataclan,"12"" Vinyl",Interscope,3500,http://recordstoreday.com/Photo/418458060534:284,"Live From The Bataclan is a limited edition release of songs, both new and old, taken from Sting's historic concert on November 12, 2016 at the Bataclan theatre in paris. Sting's performance that night commemorated the one year anniversary of the tragic terrorist attack at the iconic venue and re-opened the doors in honor of the victims and in celebration of their memory and the enduring power of music."
Sublime With Rome,Unreleased Demos 2017,"12"" Vinyl",5 Music,1500,http://recordstoreday.com/Photo/418458060009:284,"Exclusive taste of new music from Sublime with Rome. 1500 hand stamped/hand numbered multi-color vinyl 12""s. inch multi colored vinyl with white label."
Sun Ra,Janus,LP,ORG Music,2000,http://recordstoreday.com/Photo/418458059916:284,"Janus is a compilation of rare material from the Sun Ra Arkestra, drawing from tapes recorded between 1963 and 1970, taken from both live and studio performances. The space-age jazz shaman conjures up a variety of styles and moods along the way. The album is finally making its vinyl debut with this limited edition, psychedelic swirl color vinyl for Record Store Day 2017. The tracks have been remastered, and pressed on audiophile-grade yellow/black swirl vinyl at Pallas in Germany."
The Sundays,Blind - 25th Anniversary Edition,LP,FUGITIVE,1500,http://recordstoreday.com/Photo/418458060013:284,"Blind is The Sunday's best selling album in the US, and this Record Store Day 2017 release, commemorating years since its original 1992 releae is the first time it has ever been released in the United States on vinyl."
Sunny Day Real Estate,The Rising Tide,2 x LP,Concord Bicycle,2500,http://recordstoreday.com/Photo/418458060536:284,Reissue of the band's 2000 album on double colored vinyl.
Super Furry Animals,Fuzzy Logic,LP,Everloving Records,2000,http://recordstoreday.com/Photo/418458061073:284,"Super Furry Animals landmark debut1996 album has been remastered and reissued on 180g vinyl. With digital download card that offers previously unreleased bonus tracks, including remastered b-sides, previously unreleased demo versions and the Live at The Phoenix Festival 1996 gig."
Superchunk,Cup of Sand,3 x LP,Merge Records,1000,http://recordstoreday.com/Photo/418458059896:284,"On Record Store Day, Superchunk will release Cup of Sand, their 2003 singles and rarities compilation on vinyl for the first time. The original CD packaging has been expanded for this edition to showcase Laura Balance's original paintings, and features expanded conversations with Mac, Jon, Jim and Laura about every track included--the ones they remember recording, anyway. The notes have been expanded to comprise the three additonal songs from out-of-print compilations which have been added to this remastered reissue. The limited edition packaging will be available exclusively to independent record stores."
Suuns,Hold/Still Remix,2 x LP,Secretly Canadian,1150,http://recordstoreday.com/Photo/418458060772:284,"Almost a year to the day from the release of Suuns' most-far reaching and creative record Hold/Still comes an album of remixes. Spanning an incredibly diverse range of artists and sounds, each one of these remixes takes the original track and twists and turns it into some very unique. The source material leant itself perfectly to a remix project - these are songs that are complex, layered, experimental. The remixes vary from the dancefloor fillers from the likes of Redshape or Marvin & Guy through to the ambience of Lee Gamble and Beatrice Dillon and the techno of VRIL, and shows Suuns as one of the most forward thinking and fertile bands around. Time to go and get lost. Comes as a double, colored, limited vinyl. "
The Sword,Low Country,LP,Razor & Tie,1500,http://recordstoreday.com/Photo/418458060541:284,"The Sword album Low Country on colored vinyl, includes an exclusive poster."
Talking Heads/Wildling,This Must Be The Place Side By Side,"7"" Vinyl",Warner Bros.,3000,http://recordstoreday.com/Photo/418458059857:284,"Continuing in the now-classic Side By Side Series for Record Store Day 2017, this single features both Talking Heads and Wildling taking on ""This Must Be The Place"" on a black vinyl 7""."
Mike Taylor,Feel Good,"12"" Picture Disc",Rostrum Records,1030,http://recordstoreday.com/Photo/418458060574:284,Picture disc of Mike Taylor's recent Feel Good EP featuring a solid white sleeve cover and all cover art elements turned into stickers so fans can design their own custom cover art.
